0	376.5492	7.0122	9.6669	67.7861
1	376.5492	7.0122	9.6669	67.7861
2	376.5492	7.0122	9.6669	67.7861
3	376.5492	7.0122	9.6669	67.7861
4	376.5492	7.0122	9.6669	67.7861
5	376.5492	7.0122	9.6669	67.7861
6	376.5492	7.0122	9.6669	67.7861
7	376.5492	7.0122	9.6669	67.7861
8	376.5492	7.0122	9.6669	67.7861
9	376.5492	7.0122	9.6669	67.7861
10	376.5492	7.0122	9.6669	67.7861
11	376.5492	7.0122	9.6669	67.7861
12	376.5492	7.0122	9.6669	67.7861
13	376.5492	7.0122	9.6669	67.7861
14	376.5492	7.0122	9.6669	67.7861
15	376.5492	7.0122	9.6669	67.7861
16	376.5492	7.0122	9.6669	67.7861
17	376.5492	7.0122	9.6669	67.7861
18	376.5492	7.0122	9.6669	67.7861
19	376.5492	7.0122	9.6669	67.7861
20	376.5492	7.0122	9.6669	67.7861
21	376.5492	7.0122	9.6669	67.7861
22	376.5492	7.0122	9.6669	67.7861
23	376.5492	7.0122	9.6669	67.7861
24	376.5492	7.0122	9.6669	67.7861
25	376.5492	7.0122	9.6669	67.7861
26	376.5492	7.0122	9.6669	67.7861
27	376.5492	7.0122	9.6669	67.7861
28	376.5492	7.0122	9.6669	67.7861
29	376.5492	7.0122	9.6669	67.7861
30	376.5492	7.0122	9.6669	67.7861
31	376.5492	7.0122	9.6669	67.7861
32	376.5492	7.0122	9.6669	67.7861
33	376.5492	7.0122	9.6669	67.7861
34	376.5492	7.0122	9.6669	67.7861
35	376.5492	7.0122	9.6669	67.7861
36	376.5492	7.0122	9.6669	67.7861
37	376.5492	7.0122	9.6669	67.7861
38	376.5492	7.0122	9.6669	67.7861
39	376.5492	7.0122	9.6669	67.7861
40	376.5492	7.0122	9.6669	67.7861
41	376.5492	7.0122	9.6669	67.7861
42	376.5492	7.0122	9.6669	67.7861
43	376.5492	7.0122	9.6669	67.7861
44	376.5492	7.0122	9.6669	67.7861
45	376.5492	7.0122	9.6669	67.7861
